pclass,survived,name,sex,age,sibsp,parch,fare,embarked
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,26.2500,S
2,1,"Cook, Mrs. (Selena Rogers)",female,22,0,0,10.5000,S
2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,30,0,0,13.0000,S
2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0,0,21.0000,S
2,0,"Cotterill, Mr. Henry ""Harry""",male,21,0,0,11.5000,S
2,0,"Cunningham, Mr. Alfred Fleming",male,,0,0,0.0000,S
2,1,"Davies, Master. John Morgan Jr",male,8,1,1,36.7500,S
2,0,"Davies, Mr. Charles Henry",male,18,0,0,73.5000,S
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48,0,2,36.7500,S
2,1,"Davis, Miss. Mary",female,28,0,0,13.0000,S
2,0,"de Brito, Mr. Jose Joaquim",male,32,0,0,13.0000,S
2,0,"Deacon, Mr. Percy William",male,17,0,0,73.5000,S
2,0,"del Carlo, Mr. Sebastiano",male,29,1,0,27.7208,C
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24,1,0,27.7208,C
2,0,"Denbury, Mr. Herbert",male,25,0,0,31.5000,S
2,0,"Dibden, Mr. William",male,18,0,0,73.5000,S
2,1,"Doling, Miss. Elsie",female,18,0,1,23.0000,S
2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,34,0,1,23.0000,S
2,0,"Downton, Mr. William James",male,54,0,0,26.0000,S
2,1,"Drew, Master. Marshall Brines",male,8,0,2,32.5000,S
2,0,"Drew, Mr. James Vivian",male,42,1,1,32.5000,S
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,32.5000,S
2,1,"Duran y More, Miss. Asuncion",female,27,1,0,13.8583,C
2,1,"Duran y More, Miss. Florentina",female,30,1,0,13.8583,C
2,0,"Eitemiller, Mr. George Floyd",male,23,0,0,13.0000,S
2,0,"Enander, Mr. Ingvar",male,21,0,0,13.0000,S
2,0,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,13.0000,S
2,0,"Faunthorpe, Mr. Harry",male,40,1,0,26.0000,S
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29,1,0,26.0000,S
2,0,"Fillbrook, Mr. Joseph Charles",male,18,0,0,10.5000,S
2,0,"Fox, Mr. Stanley Hubert",male,36,0,0,13.0000,S
2,0,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,0.0000,S
2,0,"Funk, Miss. Annie Clemmer",female,38,0,0,13.0000,S
2,0,"Fynney, Mr. Joseph J",male,35,0,0,26.0000,S
2,0,"Gale, Mr. Harry",male,38,1,0,21.0000,S
2,0,"Gale, Mr. Shadrach",male,34,1,0,21.0000,S
2,1,"Garside, Miss. Ethel",female,34,0,0,13.0000,S
2,0,"Gaskell, Mr. Alfred",male,16,0,0,26.0000,S
2,0,"Gavey, Mr. Lawrence",male,26,0,0,10.5000,S
2,0,"Gilbert, Mr. William",male,47,0,0,10.5000,S
2,0,"Giles, Mr. Edgar",male,21,1,0,11.5000,S
2,0,"Giles, Mr. Frederick Edward",male,21,1,0,11.5000,S
2,0,"Giles, Mr. Ralph",male,24,0,0,13.5000,S
2,0,"Gill, Mr. John William",male,24,0,0,13.0000,S
2,0,"Gillespie, Mr. William Henry",male,34,0,0,13.0000,S
2,0,"Givard, Mr. Hans Kristensen",male,30,0,0,13.0000,S
2,0,"Greenberg, Mr. Samuel",male,52,0,0,13.0000,S
2,0,"Hale, Mr. Reginald",male,30,0,0,13.0000,S
2,1,"Hamalainen, Mrs. William (Anna)",female,24,0,2,14.5000,S
2,0,"Harbeck, Mr. William H",male,44,0,0,13.0000,S
2,1,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,33.0000,S
2,0,"Harper, Rev. John",male,28,0,1,33.0000,S
2,0,"Harris, Mr. Walter",male,30,0,0,10.5000,S
2,1,"Hart, Miss. Eva Miriam",female,7,0,2,26.2500,S
2,0,"Hart, Mr. Benjamin",male,43,1,1,26.2500,S
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,26.2500,S
2,1,"Herman, Miss. Alice",female,24,1,2,65.0000,S
2,1,"Herman, Miss. Kate",female,24,1,2,65.0000,S
2,0,"Herman, Mr. Samuel",male,49,1,2,65.0000,S
2,1,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,65.0000,S
2,1,"Hewlett, Mrs. (Mary D Kingcome) ",female,55,0,0,16.0000,S
2,0,"Hickman, Mr. Leonard Mark",male,24,2,0,73.5000,S
2,0,"Hickman, Mr. Lewis",male,32,2,0,73.5000,S
2,0,"Hickman, Mr. Stanley George",male,21,2,0,73.5000,S
2,0,"Hiltunen, Miss. Marta",female,18,1,1,13.0000,S
2,1,"Hocking, Miss. Ellen ""Nellie""",female,20,2,1,23.0000,S
2,0,"Hocking, Mr. Richard George",male,23,2,1,11.5000,S
2,0,"Hocking, Mr. Samuel James Metcalfe",male,36,0,0,13.0000,S
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,23.0000,S
2,0,"Hodges, Mr. Henry Price",male,50,0,0,13.0000,S
2,0,"Hold, Mr. Stephen",male,44,1,0,26.0000,S
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29,1,0,26.0000,S
2,0,"Hood, Mr. Ambrose Jr",male,21,0,0,73.5000,S
2,1,"Hosono, Mr. Masabumi",male,42,0,0,13.0000,S
2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60,1,0,26.0000,S
2,0,"Hunt, Mr. George Henry",male,33,0,0,12.2750,S
2,1,"Ilett, Miss. Bertha",female,17,0,0,10.5000,S
2,0,"Jacobsohn, Mr. Sidney Samuel",male,42,1,0,27.0000,S
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,27.0000,S
2,0,"Jarvis, Mr. John Denzil",male,47,0,0,15.0000,S
2,0,"Jefferys, Mr. Clifford Thomas",male,24,2,0,31.5000,S
2,0,"Jefferys, Mr. Ernest Wilfred",male,22,2,0,31.5000,S
2,0,"Jenkin, Mr. Stephen Curnow",male,32,0,0,10.5000,S
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,13.7917,C
2,0,"Kantor, Mr. Sinai",male,34,1,0,26.0000,S
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,26.0000,S
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,22,0,0,21.0000,S
2,1,"Keane, Miss. Nora A",female,,0,0,12.3500,Q
2,0,"Keane, Mr. Daniel",male,35,0,0,12.3500,Q
2,1,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,13.5000,S
2,0,"Kirkland, Rev. Charles Leonard",male,57,0,0,12.3500,Q
2,0,"Knight, Mr. Robert J",male,,0,0,0.0000,S
2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,10.5000,S
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,26.0000,S
2,0,"Lahtinen, Rev. William",male,30,1,1,26.0000,S
2,0,"Lamb, Mr. John Joseph",male,,0,0,10.7083,Q
2,1,"Laroche, Miss. Louise",female,1,1,2,41.5792,C
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,3,1,2,41.5792,C
2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,41.5792,C
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,41.5792,C
2,1,"Lehmann, Miss. Bertha",female,17,0,0,12.0000,C
2,1,"Leitch, Miss. Jessie Wills",female,,0,0,33.0000,S
2,1,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,10.5000,S
2,0,"Levy, Mr. Rene Jacques",male,36,0,0,12.8750,C
2,0,"Leyson, Mr. Robert William Norman",male,24,0,0,10.5000,S
2,0,"Louch, Mr. Charles Alexander",male,50,1,0,26.0000,S
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,26.0000,S
2,0,"Mack, Mrs. (Mary)",female,57,0,0,10.5000,S
2,0,"Malachard, Mr. Noel",male,,0,0,15.0458,C
2,1,"Mallet, Master. Andre",male,1,0,2,37.0042,C
2,0,"Mallet, Mr. Albert",male,31,1,1,37.0042,C
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24,1,1,37.0042,C
2,0,"Mangiavacchi, Mr. Serafino Emilio",male,,0,0,15.5792,C
2,0,"Matthews, Mr. William John",male,30,0,0,13.0000,S
2,0,"Maybery, Mr. Frank Hubert",male,40,0,0,16.0000,S
2,0,"McCrae, Mr. Arthur Gordon",male,32,0,0,13.5000,S
2,0,"McCrie, Mr. James Matthew",male,30,0,0,13.0000,S
2,0,"McKane, Mr. Peter David",male,46,0,0,26.0000,S
2,1,"Mellinger, Miss. Madeleine Violet",female,13,0,1,19.5000,S
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,19.5000,S
2,1,"Mellors, Mr. William John",male,19,0,0,10.5000,S
2,0,"Meyer, Mr. August",male,39,0,0,13.0000,S
2,0,"Milling, Mr. Jacob Christian",male,48,0,0,13.0000,S
2,0,"Montvila, Rev. Juozas",male,27,0,0,13.0000,S
2,0,"Moraweck, Dr. Ernest",male,54,0,0,14.0000,S
2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,26.0000,S
2,0,"Mudd, Mr. Thomas Charles",male,16,0,0,10.5000,S
2,0,"Nasser, Mr. Nicholas",male,32.5,1,0,30.0708,C
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14,1,0,30.0708,C
2,1,"Navratil, Master. Edmond Roger",male,2,1,1,26.0000,S
2,1,"Navratil, Master. Michel M",male,3,1,1,26.0000,S
2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,26.0000,S
2,0,"Nesson, Mr. Israel",male,26,0,0,13.0000,S
2,0,"Nicholls, Mr. Joseph Charles",male,19,1,1,36.7500,S
2,0,"Norman, Mr. Robert Douglas",male,28,0,0,13.5000,S
2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20,0,0,13.8625,C
2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29,0,0,10.5000,S
2,0,"Otter, Mr. Richard",male,39,0,0,13.0000,S
2,1,"Oxenham, Mr. Percy Thomas",male,22,0,0,10.5000,S
2,1,"Padro y Manent, Mr. Julian",male,,0,0,13.8625,C
2,0,"Pain, Dr. Alfred",male,23,0,0,10.5000,S
2,1,"Pallas y Castello, Mr. Emilio",male,29,0,0,13.8583,C
2,0,"Parker, Mr. Clifford Richard",male,28,0,0,10.5000,S
2,0,"Parkes, Mr. Francis ""Frank""",male,,0,0,0.0000,S
2,1,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,26.0000,S
2,0,"Pengelly, Mr. Frederick William",male,19,0,0,10.5000,S
2,0,"Pernot, Mr. Rene",male,,0,0,15.0500,C
2,0,"Peruschitz, Rev. Joseph Maria",male,41,0,0,13.0000,S
2,1,"Phillips, Miss. Alice Frances Louisa",female,21,0,1,21.0000,S
2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,26.0000,S
2,0,"Phillips, Mr. Escott Robert",male,43,0,1,21.0000,S
2,1,"Pinsky, Mrs. (Rosa)",female,32,0,0,13.0000,S
2,0,"Ponesell, Mr. Martin",male,34,0,0,13.0000,S
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,0,0,12.7375,C
2,0,"Pulbaum, Mr. Franz",male,27,0,0,15.0333,C
2,1,"Quick, Miss. Phyllis May",female,2,1,1,26.0000,S
2,1,"Quick, Miss. Winifred Vera",female,8,1,1,26.0000,S
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26.0000,S
2,0,"Reeves, Mr. David",male,36,0,0,10.5000,S
2,0,"Renouf, Mr. Peter Henry",male,34,1,0,21.0000,S
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,21.0000,S
2,1,"Reynaldo, Ms. Encarnacion",female,28,0,0,13.0000,S
2,0,"Richard, Mr. Emile",male,23,0,0,15.0458,C
2,1,"Richards, Master. William Rowe",male,3,1,1,18.7500,S
2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,18.7500,S
2,1,"Ridsdale, Miss. Lucy",female,50,0,0,10.5000,S
2,0,"Rogers, Mr. Reginald Harry",male,19,0,0,10.5000,S
2,1,"Rugg, Miss. Emily",female,21,0,0,10.5000,S
2,0,"Schmidt, Mr. August",male,26,0,0,13.0000,S
2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,13.0000,S
2,0,"Sharp, Mr. Percival James R",male,27,0,0,26.0000,S
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,26.0000,S
2,1,"Silven, Miss. Lyyli Karoliina",female,18,0,2,13.0000,S
2,1,"Sincock, Miss. Maude",female,20,0,0,36.7500,S
2,1,"Sinkkonen, Miss. Anna",female,30,0,0,13.0000,S
2,0,"Sjostedt, Mr. Ernst Adolf",male,59,0,0,13.5000,S
2,1,"Slayter, Miss. Hilda Mary",female,30,0,0,12.3500,Q
2,0,"Slemen, Mr. Richard James",male,35,0,0,10.5000,S
2,1,"Smith, Miss. Marion Elsie",female,40,0,0,13.0000,S
2,0,"Sobey, Mr. Samuel James Hayden",male,25,0,0,13.0000,S
2,0,"Stanton, Mr. Samuel Ward",male,41,0,0,15.0458,C
2,0,"Stokes, Mr. Philip Joseph",male,25,0,0,10.5000,S
2,0,"Swane, Mr. George",male,18.5,0,0,13.0000,S
2,0,"Sweet, Mr. George Frederick",male,14,0,0,65.0000,S
2,1,"Toomey, Miss. Ellen",female,50,0,0,10.5000,S
2,0,"Troupiansky, Mr. Moses Aaron",male,23,0,0,13.0000,S
2,1,"Trout, Mrs. William H (Jessie L)",female,28,0,0,12.6500,S
2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,10.5000,S
2,0,"Turpin, Mr. William John Robert",male,29,1,0,21.0000,S
2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27,1,0,21.0000,S
2,0,"Veal, Mr. James",male,40,0,0,13.0000,S
2,1,"Walcroft, Miss. Nellie",female,31,0,0,21.0000,S
2,0,"Ware, Mr. John James",male,30,1,0,21.0000,S
2,0,"Ware, Mr. William Jeffery",male,23,1,0,10.5000,S
2,1,"Ware, Mrs. John James (Florence Louise Long)",female,31,0,0,21.0000,S
2,0,"Watson, Mr. Ennis Hastings",male,,0,0,0.0000,S
2,1,"Watt, Miss. Bertha J",female,12,0,0,15.7500,S
2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40,0,0,15.7500,S
2,1,"Webber, Miss. Susan",female,32.5,0,0,13.0000,S
2,0,"Weisz, Mr. Leopold",male,27,1,0,26.0000,S
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29,1,0,26.0000,S
2,1,"Wells, Master. Ralph Lester",male,2,1,1,23.0000,S
2,1,"Wells, Miss. Joan",female,4,1,1,23.0000,S
2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29,0,2,23.0000,S
2,1,"West, Miss. Constance Mirium",female,5,1,2,27.7500,S
2,0,"West, Mr. Edwy Arthur",male,36,1,2,27.7500,S
2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,27.7500,S
2,0,"Wheeler, Mr. Edwin ""Frederick""",male,,0,0,12.8750,S
2,1,"Wilhelms, Mr. Charles",male,31,0,0,13.0000,S
2,1,"Williams, Mr. Charles Eugene",male,,0,0,13.0000,S
2,1,"Wright, Miss. Marion",female,26,0,0,13.5000,S
2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24,0,0,13.0000,S
3,0,"Abbing, Mr. Anthony",male,42,0,0,7.5500,S
3,0,"Abbott, Master. Eugene Joseph",male,13,0,2,20.2500,S
3,0,"Abbott, Mr. Rossmore Edward",male,16,1,1,20.2500,S
3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,20.2500,S
3,1,"Abelseth, Miss. Karen Marie",female,16,0,0,7.6500,S
3,1,"Abelseth, Mr. Olaus Jorgensen",male,25,0,0,7.6500,S
3,1,"Abrahamsson, Mr. Abraham August Johannes",male,20,0,0,7.9250,S
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18,0,0,7.2292,C
3,0,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,7.2500,S
3,0,"Adams, Mr. John",male,26,0,0,8.0500,S
3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40,1,0,9.4750,S
3,1,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,9.3500,S
3,1,"Albimona, Mr. Nassef Cassem",male,26,0,0,18.7875,C
3,0,"Alexander, Mr. William",male,26,0,0,7.8875,S
3,0,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,7.9250,S
3,0,"Ali, Mr. Ahmed",male,24,0,0,7.0500,S
3,0,"Ali, Mr. William",male,25,0,0,7.0500,S
3,0,"Allen, Mr. William Henry",male,35,0,0,8.0500,S
3,0,"Allum, Mr. Owen George",male,18,0,0,8.3000,S
3,0,"Andersen, Mr. Albert Karvin",male,32,0,0,22.5250,S
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,7.8542,S
3,0,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,31.2750,S
3,0,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,31.2750,S
3,0,"Andersson, Miss. Ellis Anna Maria",female,2,4,2,31.2750,S
3,1,"Andersson, Miss. Erna Alexandra",female,17,4,2,7.9250,S
3,0,"Andersson, Miss. Ida Augusta Margareta",female,38,4,2,7.7750,S
3,0,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,31.2750,S
3,0,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,31.2750,S
3,0,"Andersson, Mr. Anders Johan",male,39,1,5,31.2750,S
3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27,0,0,7.7958,S
3,0,"Andersson, Mr. Johan Samuel",male,26,0,0,7.7750,S
3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,31.2750,S
3,0,"Andreasson, Mr. Paul Edvin",male,20,0,0,7.8542,S
3,0,"Angheloff, Mr. Minko",male,26,0,0,7.8958,S
3,0,"Arnold-Franchi, Mr. Josef",male,25,1,0,17.8000,S
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18,1,0,17.8000,S
3,0,"Aronsson, Mr. Ernst Axel Algot",male,24,0,0,7.7750,S
3,0,"Asim, Mr. Adola",male,35,0,0,7.0500,S
3,0,"Asplund, Master. Carl Edgar",male,5,4,2,31.3875,S
3,0,"Asplund, Master. Clarence Gustaf Hugo",male,9,4,2,31.3875,S
3,1,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,31.3875,S
3,0,"Asplund, Master. Filip Oscar",male,13,4,2,31.3875,S
3,1,"Asplund, Miss. Lillian Gertrud",female,5,4,2,31.3875,S
3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40,1,5,31.3875,S
3,1,"Asplund, Mr. Johan Charles",male,23,0,0,7.7958,S
3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38,1,5,31.3875,S
3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,45,0,0,7.2250,C
3,0,"Assaf, Mr. Gerios",male,21,0,0,7.2250,C
3,0,"Assam, Mr. Ali",male,23,0,0,7.0500,S
3,0,"Attalah, Miss. Malake",female,17,0,0,14.4583,C
3,0,"Attalah, Mr. Sleiman",male,30,0,0,7.2250,C
3,0,"Augustsson, Mr. Albert",male,23,0,0,7.8542,S
3,1,"Ayoub, Miss. Banoura",female,13,0,0,7.2292,C
3,0,"Baccos, Mr. Raffull",male,20,0,0,7.2250,C
3,0,"Backstrom, Mr. Karl Alfred",male,32,1,0,15.8500,S
3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33,3,0,15.8500,S
3,1,"Baclini, Miss. Marie Catherine",female,5,2,1,19.2583,C
3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,19.2583,C
3,1,"Badman, Miss. Emily Louisa",female,18,0,0,8.0500,S
3,0,"Badt, Mr. Mohamed",male,40,0,0,7.2250,C
3,0,"Balkic, Mr. Cerin",male,26,0,0,7.8958,S
3,1,"Barah, Mr. Hanna Assi",male,20,0,0,7.2292,C
3,0,"Barbara, Miss. Saiide",female,18,0,1,14.4542,C
3,0,"Barbara, Mrs. (Catherine David)",female,45,0,1,14.4542,C
3,0,"Barry, Miss. Julia",female,27,0,0,7.8792,Q
3,0,"Barton, Mr. David John",male,22,0,0,8.0500,S
3,0,"Beavan, Mr. William Thomas",male,19,0,0,8.0500,S
3,0,"Bengtsson, Mr. John Viktor",male,26,0,0,7.7750,S
3,0,"Berglund, Mr. Karl Ivar Sven",male,22,0,0,9.3500,S
3,0,"Betros, Master. Seman",male,,0,0,7.2292,C
3,0,"Betros, Mr. Tannous",male,20,0,0,4.0125,C
3,1,"Bing, Mr. Lee",male,32,0,0,56.4958,S
3,0,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,7.7750,S
3,0,"Bjorklund, Mr. Ernst Herbert",male,18,0,0,7.7500,S
3,0,"Bostandyeff, Mr. Guentcho",male,26,0,0,7.8958,S
3,0,"Boulos, Master. Akar",male,6,1,1,15.2458,C
3,0,"Boulos, Miss. Nourelain",female,9,1,1,15.2458,C
3,0,"Boulos, Mr. Hanna",male,,0,0,7.2250,C
3,0,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,15.2458,C
3,0,"Bourke, Miss. Mary",female,,0,2,7.7500,Q
3,0,"Bourke, Mr. John",male,40,1,1,15.5000,Q
3,0,"Bourke, Mrs. John (Catherine)",female,32,1,1,15.5000,Q
3,0,"Bowen, Mr. David John ""Dai""",male,21,0,0,16.1000,S
3,1,"Bradley, Miss. Bridget Delia",female,22,0,0,7.7250,Q
3,0,"Braf, Miss. Elin Ester Maria",female,20,0,0,7.8542,S
3,0,"Braund, Mr. Lewis Richard",male,29,1,0,7.0458,S
3,0,"Braund, Mr. Owen Harris",male,22,1,0,7.2500,S
3,0,"Brobeck, Mr. Karl Rudolf",male,22,0,0,7.7958,S
3,0,"Brocklebank, Mr. William Alfred",male,35,0,0,8.0500,S
3,0,"Buckley, Miss. Katherine",female,18.5,0,0,7.2833,Q
3,1,"Buckley, Mr. Daniel",male,21,0,0,7.8208,Q
3,0,"Burke, Mr. Jeremiah",male,19,0,0,6.7500,Q
3,0,"Burns, Miss. Mary Delia",female,18,0,0,7.8792,Q
3,0,"Cacic, Miss. Manda",female,21,0,0,8.6625,S
3,0,"Cacic, Miss. Marija",female,30,0,0,8.6625,S
3,0,"Cacic, Mr. Jego Grga",male,18,0,0,8.6625,S
3,0,"Cacic, Mr. Luka",male,38,0,0,8.6625,S
3,0,"Calic, Mr. Jovo",male,17,0,0,8.6625,S
3,0,"Calic, Mr. Petar",male,17,0,0,8.6625,S
3,0,"Canavan, Miss. Mary",female,21,0,0,7.7500,Q
3,0,"Canavan, Mr. Patrick",male,21,0,0,7.7500,Q
3,0,"Cann, Mr. Ernest Charles",male,21,0,0,8.0500,S
3,0,"Caram, Mr. Joseph",male,,1,0,14.4583,C
3,0,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,14.4583,C
3,0,"Carlsson, Mr. August Sigfrid",male,28,0,0,7.7958,S
3,0,"Carlsson, Mr. Carl Robert",male,24,0,0,7.8542,S
3,1,"Carr, Miss. Helen ""Ellen""",female,16,0,0,7.7500,Q
3,0,"Carr, Miss. Jeannie",female,37,0,0,7.7500,Q
3,0,"Carver, Mr. Alfred John",male,28,0,0,7.2500,S
3,0,"Celotti, Mr. Francesco",male,24,0,0,8.0500,S
3,0,"Charters, Mr. David",male,21,0,0,7.7333,Q
3,1,"Chip, Mr. Chang",male,32,0,0,56.4958,S
3,0,"Christmann, Mr. Emil",male,29,0,0,8.0500,S
3,0,"Chronopoulos, Mr. Apostolos",male,26,1,0,14.4542,C
3,0,"Chronopoulos, Mr. Demetrios",male,18,1,0,14.4542,C
3,0,"Coelho, Mr. Domingos Fernandeo",male,20,0,0,7.0500,S
3,1,"Cohen, Mr. Gurshon ""Gus""",male,18,0,0,8.0500,S
3,0,"Colbert, Mr. Patrick",male,24,0,0,7.2500,Q
3,0,"Coleff, Mr. Peju",male,36,0,0,7.4958,S
3,0,"Coleff, Mr. Satio",male,24,0,0,7.4958,S
3,0,"Conlon, Mr. Thomas Henry",male,31,0,0,7.7333,Q
3,0,"Connaghton, Mr. Michael",male,31,0,0,7.7500,Q
3,1,"Connolly, Miss. Kate",female,22,0,0,7.7500,Q
3,0,"Connolly, Miss. Kate",female,30,0,0,7.6292,Q
3,0,"Cook, Mr. Jacob",male,43,0,0,8.0500,S
3,0,"Cor, Mr. Bartol",male,35,0,0,7.8958,S
3,0,"Cor, Mr. Ivan",male,27,0,0,7.8958,S
3,0,"Cor, Mr. Liudevit",male,19,0,0,7.8958,S
3,0,"Corn, Mr. Harry",male,30,0,0,8.0500,S
3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,15.9000,S
3,1,"Coutts, Master. William Loch ""William""",male,3,1,1,15.9000,S
3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,36,0,2,15.9000,S
3,0,"Coxon, Mr. Daniel",male,59,0,0,7.2500,S
3,0,"Crease, Mr. Ernest James",male,19,0,0,8.1583,S
3,1,"Cribb, Miss. Laura Alice",female,17,0,1,16.1000,S
3,0,"Cribb, Mr. John Hatfield",male,44,0,1,16.1000,S
3,0,"Culumovic, Mr. Jeso",male,17,0,0,8.6625,S
3,0,"Daher, Mr. Shedid",male,22.5,0,0,7.2250,C
3,1,"Dahl, Mr. Karl Edwart",male,45,0,0,8.0500,S
3,0,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,10.5167,S
3,0,"Dakic, Mr. Branko",male,19,0,0,10.1708,S
3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,30,0,0,6.9500,Q
3,1,"Daly, Mr. Eugene Patrick",male,29,0,0,7.7500,Q
3,0,"Danbom, Mr. Ernst Gilbert",male,34,1,1,14.4000,S
3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,14.4000,S
3,0,"Danoff, Mr. Yoto",male,27,0,0,7.8958,S
3,0,"Dantcheff, Mr. Ristiu",male,25,0,0,7.8958,S
3,0,"Davies, Mr. Alfred J",male,24,2,0,24.1500,S
3,0,"Davies, Mr. Evan",male,22,0,0,8.0500,S
3,0,"Davies, Mr. John Samuel",male,21,2,0,24.1500,S
3,0,"Davies, Mr. Joseph",male,17,2,0,8.0500,S
3,0,"Davison, Mr. Thomas Henry",male,,1,0,16.1000,S
3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,16.1000,S
3,1,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,17.4000,S
3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,17.4000,S
3,1,"de Mulder, Mr. Theodore",male,30,0,0,9.5000,S
3,0,"de Pelsmaeker, Mr. Alfons",male,16,0,0,9.5000,S
3,1,"Dean, Master. Bertram Vere",male,1,1,2,20.5750,S
